time,open,high,low,close,tick_volume,spread,real_volume
2026-02-18,4879.28,5010.95,4854.33,4976.36,280372,10,0
2026-02-19,4976.92,5022.28,4960.69,4996.3,280020,10,0
2026-02-20,4997.18,5108.08,4981.76,5108.08,303662,10,0
2026-02-23,5109.76,5237.85,5099.27,5227.92,339773,10,0
2026-02-24,5227.62,5249.75,5093.83,5144.86,342947,10,0
2026-02-25,5143.82,5217.6,5121.59,5169.17,319365,10,0
2026-02-26,5166.12,5205.5,5130.43,5184.9,336318,10,0
2026-02-27,5184.28,5281.2,5167.03,5280.19,337322,10,0
2026-03-02,5301.68,5419.28,5260.67,5322.43,550390,10,0
2026-03-03,5315.41,5379.89,4996.14,5090.31,595459,10,0
2026-03-04,5101.76,5206.1,5084.75,5139.25,541367,10,0
2026-03-05,5146.32,5194.94,5051.1,5083.3,520596,10,0
2026-03-06,5083.46,5174.99,5063.0,5174.78,491664,10,0
2026-03-09,5180.32,5198.4,5015.01,5137.42,565408,10,0
2026-03-10,5140.1,5238.57,5117.82,5192.77,492034,10,0
2026-03-11,5187.12,5223.16,5149.35,5177.2,431323,10,0
2026-03-12,5179.02,5191.75,5055.12,5079.79,463725,10,0
2026-03-13,5080.42,5128.46,5009.74,5018.76,466732,10,0
2026-03-16,5005.99,5037.96,4967.74,5006.45,477432,10,0
2026-03-17,5007.65,5044.58,4973.62,5003.43,397029,10,0
2026-03-18,5005.91,5016.35,4806.98,4818.64,436546,10,0
2026-03-19,4825.14,4867.23,4502.61,4657.69,572490,10,0
2026-03-20,4651.12,4735.77,4477.34,4498.06,553206,10,0
2026-03-23,4469.06,4536.26,4098.9,4406.82,695219,10,0
2026-03-24,4414.01,4484.08,4306.12,4476.78,647620,10,0
2026-03-25,4472.11,4602.59,4456.08,4505.76,554644,10,0
2026-03-26,4510.79,4544.45,4351.16,4380.84,574038,10,0
2026-03-27,4377.69,4555.38,4375.59,4495.58,506179,10,0
2026-03-30,4493.21,4580.84,4420.14,4511.13,547146,10,0
2026-03-31,4513.54,4687.23,4482.71,4668.23,557748,10,0
2026-04-01,4671.52,4792.97,4661.79,4756.81,516584,10,0
2026-04-02,4757.34,4800.38,4554.13,4675.72,557553,10,0
2026-04-06,4671.96,4706.6,4600.81,4649.85,463423,10,0
2026-04-07,4651.27,4718.7,4607.55,4706.35,520815,10,0
2026-04-08,4719.65,4857.68,4699.59,4719.6,535468,10,0
2026-04-09,4720.19,4801.2,4698.61,4765.0,465886,13,0
2026-04-10,4766.81,4795.04,4730.92,4749.46,431849,13,0
2026-04-13,4633.48,4750.09,4633.48,4741.1,473211,13,0
2026-04-14,4744.75,4846.3,4744.38,4840.63,439656,13,0
2026-04-15,4840.52,4871.39,4786.37,4791.2,447516,13,0
2026-04-16,4794.52,4838.33,4773.15,4790.08,429879,13,0
2026-04-17,4791.96,4889.36,4767.81,4832.52,430399,13,0
2026-04-20,4767.09,4827.63,4737.11,4820.62,445764,10,0
2026-04-21,4822.3,4833.02,4668.32,4718.81,454648,11,0
2026-04-22,4721.11,4772.34,4715.65,4739.45,408393,10,0
2026-04-23,4742.12,4753.58,4664.26,4692.94,489977,10,0
2026-04-24,4701.01,4740.31,4657.82,4707.4,457874,10,0
2026-04-27,4697.32,4730.04,4667.23,4679.9,411757,10,0
2026-04-28,4683.82,4701.42,4554.96,4596.48,465549,11,0
2026-04-29,4598.43,4610.34,4510.25,4543.51,471052,10,0
2026-04-30,4545.6,4646.88,4539.32,4620.62,476907,12,0
2026-05-01,4626.58,4660.2,4560.32,4615.6,391263,10,0
2026-05-04,4632.88,4637.82,4500.73,4523.21,444349,10,0
2026-05-05,4523.95,4586.6,4513.65,4556.26,363959,11,0
2026-05-06,4560.38,4722.95,4546.34,4690.66,454015,13,0
2026-05-07,4692.91,4764.78,4685.31,4688.42,472491,10,0
2026-05-08,4679.08,4749.4,4676.93,4715.72,416961,12,0
2026-05-11,4683.48,4748.52,4648.17,4735.15,421024,13,0
2026-05-12,4735.87,4773.54,4638.39,4715.08,456746,10,0
2026-05-13,4715.97,4726.89,4669.53,4688.68,432583,10,0
2026-05-14,4691.96,4718.89,4644.39,4651.19,449920,10,0
2026-05-15,4652.87,4665.36,4511.8,4538.63,534973,13,0
2026-05-18,4538.7,4584.25,4480.35,4566.18,529052,10,0
2026-05-19,4567.89,4589.27,4464.98,4481.95,472470,13,0
2026-05-20,4482.96,4552.75,4453.64,4543.83,486951,10,0
2026-05-21,4545.63,4570.73,4488.64,4542.62,489944,10,0
2026-05-22,4544.91,4546.04,4491.88,4508.01,430286,10,0
2026-05-25,4530.9,4579.94,4530.9,4570.86,312161,13,0
2026-05-26,4570.18,4580.16,4512.13,4534.27,218957,10,0
