time,open,high,low,close,tick_volume,spread,real_volume
2025-05-26 11:00:00,3337.45,3339.72,3333.53,3336.43,6229,7,0
2025-05-26 11:30:00,3336.43,3336.64,3331.11,3334.64,6162,7,0
2025-05-26 12:00:00,3334.69,3336.34,3323.67,3327.13,9129,7,0
2025-05-26 12:30:00,3327.13,3329.7,3324.84,3328.78,4955,7,0
2025-05-26 13:00:00,3328.78,3333.68,3328.77,3331.26,3875,7,0
2025-05-26 13:30:00,3331.28,3331.96,3329.27,3331.57,2276,7,0
2025-05-26 14:00:00,3331.57,3332.95,3330.6,3331.62,2298,7,0
2025-05-26 14:30:00,3331.62,3334.48,3329.24,3333.22,2491,7,0
2025-05-26 15:00:00,3333.22,3335.05,3326.46,3326.96,4331,7,0
2025-05-26 15:30:00,3326.96,3334.95,3326.45,3334.33,4426,7,0
2025-05-26 16:00:00,3334.33,3338.58,3331.44,3338.08,5870,7,0
2025-05-26 16:30:00,3338.08,3339.02,3334.69,3338.39,5933,7,0
2025-05-26 17:00:00,3338.39,3341.78,3336.13,3336.91,7038,7,0
2025-05-26 17:30:00,3336.91,3339.65,3335.59,3337.33,5239,7,0
2025-05-26 18:00:00,3337.33,3339.42,3336.95,3338.91,3525,7,0
2025-05-26 18:30:00,3338.91,3339.72,3337.25,3337.98,2428,7,0
2025-05-26 19:00:00,3337.98,3341.02,3337.59,3340.61,2718,7,0
2025-05-26 19:30:00,3340.61,3343.68,3339.66,3342.11,2759,7,0
2025-05-26 20:00:00,3342.11,3343.17,3340.73,3340.87,2479,7,0
2025-05-26 20:30:00,3340.87,3341.86,3340.55,3341.25,2307,7,0
2025-05-26 21:00:00,3341.25,3341.99,3341.02,3341.54,1079,7,0
2025-05-27 01:00:00,3343.0,3347.7,3342.94,3346.96,2834,7,0
2025-05-27 01:30:00,3346.96,3348.87,3346.28,3347.77,1778,7,0
2025-05-27 02:00:00,3347.77,3348.6,3345.69,3347.39,1846,7,0
2025-05-27 02:30:00,3347.39,3348.26,3344.52,3346.19,2302,7,0
2025-05-27 03:00:00,3346.19,3350.02,3343.81,3344.35,4209,7,0
2025-05-27 03:30:00,3344.35,3346.7,3342.49,3345.11,3850,7,0
2025-05-27 04:00:00,3345.11,3347.36,3337.71,3339.32,6865,7,0
2025-05-27 04:30:00,3339.32,3341.33,3331.83,3335.98,7327,7,0
2025-05-27 05:00:00,3335.98,3342.04,3335.18,3341.21,5815,7,0
2025-05-27 05:30:00,3341.21,3344.45,3339.11,3343.06,4704,7,0
2025-05-27 06:00:00,3343.08,3347.29,3341.74,3346.85,4327,7,0
2025-05-27 06:30:00,3346.85,3347.26,3340.94,3341.29,3753,7,0
2025-05-27 07:00:00,3341.29,3341.62,3339.16,3340.01,3359,7,0
2025-05-27 07:30:00,3340.01,3340.23,3330.75,3330.94,5298,7,0
2025-05-27 08:00:00,3330.94,3332.75,3326.34,3326.95,6315,7,0
2025-05-27 08:30:00,3326.95,3328.67,3316.1,3323.51,12036,7,0
2025-05-27 09:00:00,3323.51,3328.37,3319.53,3320.37,10064,7,0
2025-05-27 09:30:00,3320.37,3322.18,3305.16,3308.65,14654,7,0
2025-05-27 10:00:00,3308.64,3312.54,3302.28,3305.02,12132,7,0
2025-05-27 10:30:00,3305.02,3311.42,3292.66,3296.34,11251,7,0
2025-05-27 11:00:00,3296.34,3310.45,3296.19,3307.09,10897,7,0
2025-05-27 11:30:00,3307.09,3307.42,3297.34,3298.57,9378,7,0
2025-05-27 12:00:00,3298.57,3309.72,3298.04,3301.45,9159,7,0
2025-05-27 12:30:00,3301.45,3301.45,3294.6,3296.28,9403,7,0
2025-05-27 13:00:00,3296.25,3299.63,3290.61,3294.78,8868,7,0
2025-05-27 13:30:00,3294.78,3297.98,3291.36,3293.25,7951,7,0
2025-05-27 14:00:00,3293.25,3298.09,3288.08,3290.24,7412,7,0
2025-05-27 14:30:00,3290.24,3293.74,3287.77,3288.37,7366,7,0
2025-05-27 15:00:00,3288.37,3297.89,3288.06,3295.25,8884,7,0
2025-05-27 15:30:00,3295.25,3297.19,3291.49,3293.73,10201,7,0
2025-05-27 16:00:00,3293.75,3299.43,3293.13,3296.52,11851,7,0
2025-05-27 16:30:00,3296.52,3304.93,3292.24,3295.35,16192,7,0
2025-05-27 17:00:00,3295.35,3298.73,3285.28,3296.28,14916,7,0
2025-05-27 17:30:00,3296.28,3303.32,3295.6,3299.93,11690,7,0
2025-05-27 18:00:00,3299.93,3303.09,3294.55,3296.24,10001,7,0
2025-05-27 18:30:00,3296.24,3296.29,3289.75,3293.57,7970,7,0
2025-05-27 19:00:00,3293.57,3298.8,3293.11,3297.81,5929,7,0
2025-05-27 19:30:00,3297.81,3298.15,3294.88,3297.76,5516,7,0
2025-05-27 20:00:00,3297.76,3303.12,3296.78,3301.94,5397,7,0
2025-05-27 20:30:00,3301.94,3304.37,3300.37,3301.34,4995,7,0
2025-05-27 21:00:00,3301.34,3303.45,3299.14,3301.18,4145,7,0
2025-05-27 21:30:00,3301.18,3303.98,3301.17,3303.17,3856,7,0
2025-05-27 22:00:00,3303.17,3305.37,3303.03,3304.86,3029,7,0
2025-05-27 22:30:00,3304.86,3308.06,3304.1,3304.42,4229,7,0
2025-05-27 23:00:00,3304.42,3305.12,3302.85,3303.9,1957,7,0
2025-05-27 23:30:00,3303.9,3304.95,3299.59,3300.1,1339,7,0
2025-05-28 01:00:00,3301.63,3305.76,3300.04,3304.69,2640,7,0
2025-05-28 01:30:00,3304.69,3305.61,3302.72,3303.39,2651,7,0
2025-05-28 02:00:00,3303.4,3310.11,3297.14,3308.58,4296,7,0
2025-05-28 02:30:00,3308.58,3310.93,3307.95,3309.42,2889,7,0
2025-05-28 03:00:00,3309.42,3312.6,3309.36,3312.14,2735,7,0
2025-05-28 03:30:00,3312.14,3315.86,3308.28,3308.65,4502,7,0
2025-05-28 04:00:00,3308.65,3310.81,3303.08,3307.22,6742,7,0
2025-05-28 04:30:00,3307.22,3309.29,3298.58,3301.8,6936,7,0
2025-05-28 05:00:00,3301.8,3313.69,3300.38,3309.95,9241,7,0
2025-05-28 05:30:00,3309.95,3312.0,3301.86,3302.56,7126,7,0
2025-05-28 06:00:00,3302.56,3304.19,3291.62,3293.96,8902,7,0
2025-05-28 06:30:00,3293.96,3300.61,3292.5,3297.79,5838,7,0
2025-05-28 07:00:00,3297.79,3298.91,3294.4,3295.02,3990,7,0
2025-05-28 07:30:00,3295.02,3299.28,3294.64,3296.45,3303,7,0
2025-05-28 08:00:00,3296.45,3310.4,3296.02,3308.8,7169,7,0
2025-05-28 08:30:00,3308.8,3309.53,3305.18,3307.35,5238,7,0
2025-05-28 09:00:00,3307.35,3308.02,3298.6,3304.21,7753,7,0
2025-05-28 09:30:00,3304.21,3308.73,3303.38,3308.28,5232,7,0
2025-05-28 10:00:00,3308.28,3313.46,3307.27,3310.7,7496,7,0
2025-05-28 10:30:00,3310.7,3322.52,3308.86,3319.18,11222,7,0
