time,open,high,low,close,tick_volume,spread,real_volume
2025-05-26 11:00:00,3337.45,3339.72,3331.11,3334.64,12391,7,0
2025-05-26 12:00:00,3334.69,3336.34,3323.67,3328.78,14084,7,0
2025-05-26 13:00:00,3328.78,3333.68,3328.77,3331.57,6151,7,0
2025-05-26 14:00:00,3331.57,3334.48,3329.24,3333.22,4789,7,0
2025-05-26 15:00:00,3333.22,3335.05,3326.45,3334.33,8757,7,0
2025-05-26 16:00:00,3334.33,3339.02,3331.44,3338.39,11803,7,0
2025-05-26 17:00:00,3338.39,3341.78,3335.59,3337.33,12277,7,0
2025-05-26 18:00:00,3337.33,3339.72,3336.95,3337.98,5953,7,0
2025-05-26 19:00:00,3337.98,3343.68,3337.59,3342.11,5477,7,0
2025-05-26 20:00:00,3342.11,3343.17,3340.55,3341.25,4786,7,0
2025-05-26 21:00:00,3341.25,3341.99,3341.02,3341.54,1079,7,0
2025-05-27 01:00:00,3343.0,3348.87,3342.94,3347.77,4612,7,0
2025-05-27 02:00:00,3347.77,3348.6,3344.52,3346.19,4148,7,0
2025-05-27 03:00:00,3346.19,3350.02,3342.49,3345.11,8059,7,0
2025-05-27 04:00:00,3345.11,3347.36,3331.83,3335.98,14192,7,0
2025-05-27 05:00:00,3335.98,3344.45,3335.18,3343.06,10519,7,0
2025-05-27 06:00:00,3343.08,3347.29,3340.94,3341.29,8080,7,0
2025-05-27 07:00:00,3341.29,3341.62,3330.75,3330.94,8657,7,0
2025-05-27 08:00:00,3330.94,3332.75,3316.1,3323.51,18351,7,0
2025-05-27 09:00:00,3323.51,3328.37,3305.16,3308.65,24718,7,0
2025-05-27 10:00:00,3308.64,3312.54,3292.66,3296.34,23383,7,0
2025-05-27 11:00:00,3296.34,3310.45,3296.19,3298.57,20275,7,0
2025-05-27 12:00:00,3298.57,3309.72,3294.6,3296.28,18562,7,0
2025-05-27 13:00:00,3296.25,3299.63,3290.61,3293.25,16819,7,0
2025-05-27 14:00:00,3293.25,3298.09,3287.77,3288.37,14778,7,0
2025-05-27 15:00:00,3288.37,3297.89,3288.06,3293.73,19085,7,0
2025-05-27 16:00:00,3293.75,3304.93,3292.24,3295.35,28043,7,0
2025-05-27 17:00:00,3295.35,3303.32,3285.28,3299.93,26606,7,0
2025-05-27 18:00:00,3299.93,3303.09,3289.75,3293.57,17971,7,0
2025-05-27 19:00:00,3293.57,3298.8,3293.11,3297.76,11445,7,0
2025-05-27 20:00:00,3297.76,3304.37,3296.78,3301.34,10392,7,0
2025-05-27 21:00:00,3301.34,3303.98,3299.14,3303.17,8001,7,0
2025-05-27 22:00:00,3303.17,3308.06,3303.03,3304.42,7258,7,0
2025-05-27 23:00:00,3304.42,3305.12,3299.59,3300.1,3296,7,0
2025-05-28 01:00:00,3301.63,3305.76,3300.04,3303.39,5291,7,0
2025-05-28 02:00:00,3303.4,3310.93,3297.14,3309.42,7185,7,0
2025-05-28 03:00:00,3309.42,3315.86,3308.28,3308.65,7237,7,0
2025-05-28 04:00:00,3308.65,3310.81,3298.58,3301.8,13678,7,0
2025-05-28 05:00:00,3301.8,3313.69,3300.38,3302.56,16367,7,0
2025-05-28 06:00:00,3302.56,3304.19,3291.62,3297.79,14740,7,0
2025-05-28 07:00:00,3297.79,3299.28,3294.4,3296.45,7293,7,0
2025-05-28 08:00:00,3296.45,3310.4,3296.02,3307.35,12407,7,0
2025-05-28 09:00:00,3307.35,3308.73,3298.6,3308.28,12985,7,0
2025-05-28 10:00:00,3308.28,3322.52,3307.27,3319.18,18718,7,0
